fileid,mic_file,duration_sec,predicted_doa_count,predicted_doas,selected_enhanced_index,selected_doa,selected_rms,selected_enhanced_file,gt_dominant_spk1_doa,selected_doa_error_deg,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,ipdnet2_sec,dsenet_sec,whisper_sec,total_sec,ipdnet2_rtf,dsenet_rtf,whisper_rtf,total_rtf,under_realtime
34,mic_fileid_34_doa125_3spk.wav,15.904625,3,"13,125,155",2,155,0.060926753821546345,enhanced_fileid_34_pred155_idx2_loudest.wav,157,2.0,text_fileid_34_doa157_spk1.txt,0.046511627906976744,2,43,THEREFORE SELLEN HAD FALLEN ON EVIL DAYS FOR HE COULD NOT BRING HIMSELF TO PAINT AGAINST HIS BETTER JUDGMENT HE WAS NOW RENTING A FORMER PHOTOGRAPHIC STUDIO ON THE TOP OF A HOUSE IN GOVERNMENT STREET THE ACCOMMODATION CONSISTED OF THE STUDIO ITSELF,"Therefore, Sohan had fallen on evil naves, for he could not bring himself to paint against his better judgment. He was now renting a former photographic studio on the top of a house in Government Street. The accommodation consisted of the studio itself.",0.1497834529998272,4.645771774999957,0.4464777400000912,5.242032967999876,0.009417603558702404,0.2921019373295477,0.028072195351986684,0.3295917362402368,1
35,mic_fileid_35_doa24_3spk.wav,18.1805,3,"22,92,226",0,22,0.043707220339566914,enhanced_fileid_35_pred22_idx0_loudest.wav,24,2.0,text_fileid_35_doa24_spk1.txt,0.02040816326530612,1,49,THE WESTERN WORLD IS WARNED IF NOT ARMED AGAINST THE POSSIBILITY OF IT IN THE SECOND PLACE THERE IS A WEAKNESS INHERENT IN THE BROWN MAN WHICH WILL BRING HIS ADVENTURE TO NAUGHT FROM THE WEST HE HAS BORROWED ALL OUR MATERIAL ACHIEVEMENT AND PASSED OUR ETHICAL ACHIEVEMENT BY,"The Western world is warned, if not alarmed, against the possibility of it. In the second place, there is a weakness inherent in the brown man which will bring his adventure to naught. From the West, he has borrowed all our material achievement and passed our ethical achievement by.",0.15173086000004332,5.5227965259998655,0.48647769700005483,6.161005082999964,0.008345802370674258,0.3037758326778618,0.026758213305467664,0.3388798483540037,1
36,mic_fileid_36_doa24_3spk.wav,17.311625,3,"20,24,202",1,24,0.021041457430938115,enhanced_fileid_36_pred24_idx1_loudest.wav,269,115.0,text_fileid_36_doa269_spk1.txt,1.3636363636363635,45,33,THE BRIDGE OPENED ON A RATHER FINE STREET CALLED SAINT THOMAS'S STREET HE ENTERED IT HERE AND THERE WERE HIGH CARVED GABLES AND SHOP FRONTS HE SET TO KNOCKING AT THE DOORS AGAIN,"He imagined that she was too young and inexperienced to care for him, but that was a mistake, for the truth was that another image already filled her heart. The young Prince Radivor, whose land is joined by her father, had won the heart of the Princess.",0.14741510600015317,5.119331916999954,0.4971851149998656,5.763932137999973,0.008515382351463435,0.2957164285270709,0.02871972532907024,0.3329515362076046,1
37,mic_fileid_37_doa51_3spk.wav,13.878,3,"51,99,104",1,99,0.05297266284756191,enhanced_fileid_37_pred99_idx1_loudest.wav,104,5.0,text_fileid_37_doa104_spk1.txt,0.16129032258064516,5,31,AND THERE WAS MUCH COMMENT ON THIS EVIDENCE OF A DECLINING INDUSTRY IT WAS NOT AT ONCE RECOGNIZED THAT THERE WAS EMBODIED IN HORSE FLESH MORE HORSE POWER THAN EVER BEFORE,"And there was much comment on this evidence of a declining industry. It was not at once recognized that there was a body and horse flesh, more horsepower than ever before.",0.1343019099999765,3.7898660500000005,0.31242115199984255,4.23658911199982,0.00967732454243958,0.2730844538117885,0.022511972330295615,0.30527375068452367,1
38,mic_fileid_38_doa1_3spk.wav,17.663875,3,"11,56,65",2,65,0.02997517857635187,enhanced_fileid_38_pred65_idx2_loudest.wav,1,64.0,text_fileid_38_doa1_spk1.txt,1.4102564102564104,55,39,ONCE UPON A TIME THERE WAS AN OLD WIDOW WOMAN WHO HAD THREE SONS THE FIRST TWO WERE CLEVER ENOUGH BUT THE THIRD BOBO BY NAME WAS LITTLE BETTER THAN A SILLY SIMPLETON ALL HIS MOTHER'S SCOLDINGS AND BEATINGS,but a physical lead truck to be towed. One is price itself or herself or has to be handled with love to the great deal of growing up to do in order to be able to get active partner in the marriage. Friday evening is no more helpful in marriage than a business or social life.,0.13701197599993975,5.2888701699996545,0.5407576949999111,5.966639840999505,0.007756620560320979,0.29941732320907244,0.03061376368435075,0.33778770745374415,1
39,mic_fileid_39_doa156_3spk.wav,16.29675,3,"96,109,157",2,157,0.037726654104213476,enhanced_fileid_39_pred157_idx2_loudest.wav,250,93.0,text_fileid_39_doa250_spk1.txt,0.9347826086956522,43,46,BUT HE MADE HIS WAY DOWN TO THE FORD UNDER THE PALACE WALLS AND STEPPED INTO THE FLOODED WATER INCH BY INCH AND FOOT BY FOOT HE FOUGHT HIS WAY ACROSS NOW NEARLY SWEPT OFF HIS FEET BY SOME SUDDEN SWIRL OR EDDY NOW NARROWLY ESCAPING,"and nobleness of content, and never amuding the slightest way to what had passed was of the greatest insistence to her. And sooner than she could have supposed it possible in the beginning of her distress, her spirits became absolutely comfortable.",0.15265298999997867,4.6978886039999,0.42681503000017074,5.277356624000049,0.009367081780108222,0.28827150223203396,0.026190193136678832,0.323828777148821,1
40,mic_fileid_40_doa14_3spk.wav,13.925,3,"14,88,200",0,14,0.06216245678221399,enhanced_fileid_40_pred14_idx0_loudest.wav,14,0.0,text_fileid_40_doa14_spk1.txt,0.15384615384615385,4,26,WE ADVANCED TALKING IN THAT FASHION AND IN HIGH SPIRITS AND CONGRATULATING OURSELVES IN BEING SHUT OF THE TRANSPORT AND ON BREATHING FINE MOUNTAIN AIR AGAIN,"We advanced, talking in that fashion and in high spirits, and congratulating ourselves in being shut of the transport and on breathing time out in Narraga.",0.13119062400005532,3.84100993800007,0.2917786339999111,4.263979196000037,0.009421229730704151,0.2758355431238829,0.020953582333925393,0.3062103551885125,1
41,mic_fileid_41_doa86_3spk.wav,16.321,3,"3,92,238",2,238,0.031979193553181205,enhanced_fileid_41_pred238_idx2_loudest.wav,116,122.0,text_fileid_41_doa116_spk1.txt,1.0571428571428572,37,35,WE TOOK ROOMS AT A HOTEL IN MEDWORTH QUARLES EXPLAINING THAT OUR INVESTIGATIONS MIGHT TAKE SOME DAYS NEXT MORNING INSTEAD OF GOING TO WITHAN AS I HAD EXPECTED HE TOOK ME TO THE POLICE COURT,Calling on General Sickles in a Washington hospital. The general had lost a leg on the second day of the battle of Gettysburg. The president was asked why he believed that victory would be given to federal forces at Gettysburg.,0.13164531000006718,4.6815153160002865,0.43201785200017184,5.2451784780005255,0.008066007597577795,0.28683998014829276,0.026470060167892398,0.32137604791376295,1
42,mic_fileid_42_doa76_3spk.wav,17.286125,3,"71,210,335",0,71,0.043321322774615686,enhanced_fileid_42_pred71_idx0_loudest.wav,76,5.0,text_fileid_42_doa76_spk1.txt,0.05714285714285714,2,35,HOW CAN EARTHLY WORDS DESCRIBE IT IT TOWERED TEN FEET AT THE SHOULDER HAD FOUR LEGS ON EITHER SIDE A BROAD FLAT TAIL LARGER AT THE TIP THAN AT THE ROOT AND WHICH IT HELD,"How can earthly words describe it? Its tower ten feet at the shoulder, had four legs on either side, a broad, flat tail, larger at the tip than at the root, and which it held.",0.13637991199993849,5.0973525440001595,0.37524240700008704,5.608974863000185,0.00788955951666082,0.29488115722871144,0.021707722638826636,0.3244784393841989,1
43,mic_fileid_43_doa44_3spk.wav,15.722125,3,"34,41,99",1,41,0.031956195072733354,enhanced_fileid_43_pred41_idx1_loudest.wav,273,128.0,text_fileid_43_doa273_spk1.txt,1.0,43,43,ODETTE ODETTE HE WHISPERED DON'T YOU REALISE THAT I LOVE YOU AND WOULD GIVE MY LIFE TO SAVE YOU FROM UNHAPPINESS WON'T YOU TELL ME EVERYTHING PLEASE NO NO NO SHE MURMURED WITH A LITTLE CATCH IN HER VOICE PLEASE DON'T ASK ME,"Leaping so high that the harness seemed raffling under that. He struck up a dead, Go on now, go on nows! There was no further trouble. He had courage to let the look of his friend be. But they were keeping it mean.",0.1487527400001909,4.506971463999889,0.5144003100001555,5.170124514000236,0.009461363524344889,0.28666426860236066,0.03271824324002993,0.3288438753667354,1
44,mic_fileid_44_doa184_3spk.wav,17.0035,3,"94,185,209",2,209,0.05320454521206578,enhanced_fileid_44_pred209_idx2_loudest.wav,215,6.0,text_fileid_44_doa215_spk1.txt,0.4473684210526316,17,38,I TOO HAVE HAD MY DREAM I TOO HAVE MEDITATED I TOO HAVE SIGHED I TOO HAVE HAD A MOONLIGHT SOUL LOVE IS A CHILD SIX THOUSAND YEARS OLD LOVE HAS THE RIGHT TO A LONG WHITE BEARD,"I too have had my sins. I too have met them. I too have died. I too have had my own soul. I was a child, six thousand years old. I have had my own life.",0.14912822299993422,5.0439320830000725,0.3918020080000133,5.58486231400002,0.00877044273237476,0.29664081412650767,0.023042432910872074,0.3284536897697545,1
45,mic_fileid_45_doa62_3spk.wav,16.822625,3,"22,56,199",2,199,0.030250700289045803,enhanced_fileid_45_pred199_idx2_loudest.wav,278,79.0,text_fileid_45_doa278_spk1.txt,1.0,41,41,ONE LADY HAD A FRIGHT FOR THE WIND BLEW THE END OF HER SHAWL WITHIN REACH OF A TIGER'S GREAT CLAW AND HE CLUTCHED IT TRYING TO DRAG HER NEARER THE SHAWL CAME OFF AND THE POOR LADY RAN AWAY SCREAMING,"That honour and glory to whoever captures him, he says. This is what his cajolery has brought us to. Barbara, Niva Nova, told me. The mob near came to her because she said something in French. Oh, but it's so. You're...",0.17409547900001598,4.936390176999794,0.5646397650000381,5.675125420999848,0.010348889011079781,0.2934375685720745,0.03356430788893161,0.33735076547208587,1
46,mic_fileid_46_doa151_3spk.wav,16.0385,3,"64,189,327",1,189,0.055789604205181406,enhanced_fileid_46_pred189_idx1_loudest.wav,189,0.0,text_fileid_46_doa189_spk1.txt,0.37142857142857144,13,35,YOU'LL SEE THE ENGLISHEST LOOKING ENGLISHMAN YOU EVER SAT EYES ON OUTSIDE THE PAGES OF PUNCH TRYING TO TEAR MY OLD FASHIONED DOORBELL OUT BY THE ROOTS THAT'S YOUR BEST MAKE UP IS IT REMSEN,"You'll say that English is smokin' English when you ever set eyes on outside the pages of punch, trying to tear my own fashion doorbell out by the roots. That's your best makeup, is it Rosa?",0.13101965500004553,4.681999528999995,0.3901493589999063,5.203168542999947,0.008169071608943826,0.29192253196994705,0.024325800978888697,0.32441740455777957,1
47,mic_fileid_47_doa63_3spk.wav,16.66925,3,"61,103,189",1,103,0.06956008482130033,enhanced_fileid_47_pred103_idx1_loudest.wav,104,1.0,text_fileid_47_doa104_spk1.txt,0.07317073170731707,3,41,AT FIRST UNDER DIFFERENT ANIMAL SHAPES SINCE THAT TIME PARTLY FROM HABIT AND PARTLY TO AMUSE OURSELVES WE HAVE CONTINUED TO TRANSFORM OURSELVES AND IT WAS IN THIS WAY THAT I GOT TO KNOW YOU HOW EXCLAIMED JEGU FILLED WITH ASTONISHMENT,"and first under different animal shapes. Since that time, partly from Heaven and partly to Amuse ourselves, we have continued to transform ourselves. And it was in this way that I got to know you. How, exclaimed Jago, filled with astonishment.",0.14134868700011793,4.894543066999859,0.4696472650000487,5.505539019000025,0.00847960688094053,0.2936270718238588,0.028174468857330034,0.33028114756212934,1
48,mic_fileid_48_doa191_3spk.wav,16.393,3,"60,187,313",1,187,0.05382256171137493,enhanced_fileid_48_pred187_idx1_loudest.wav,227,40.0,text_fileid_48_doa227_spk1.txt,0.9722222222222222,35,36,APPLIED TO HER WORK BUT AFTER A FEW MINUTES SUNK AGAIN WITHOUT KNOWING IT HERSELF INTO LANGUOR AND LISTLESSNESS MOVING HERSELF IN HER CHAIR FROM THE IRRITATION OF WEARINESS MUCH OFTENER THAN SHE MOVED HER NEEDLE,You're the last aboveboard of that same mental and crude. Then you have the Navy Jones and Celeste have up and stand for captain over me. You that saved the lot of us!,0.13755467200007843,4.81554942400021,0.3550321290001648,5.308136225000453,0.008391061550666651,0.2937564462880626,0.021657544622714863,0.3238050524614441,1
49,mic_fileid_49_doa63_3spk.wav,16.3985,3,"56,203,341",0,56,0.04001171578265261,enhanced_fileid_49_pred56_idx0_loudest.wav,63,7.0,text_fileid_49_doa63_spk1.txt,0.03333333333333333,1,30,BY WHICH SOCIAL WANTS MUST BE SATISFIED THE PEOPLE DO NOT VOTE IT THE LEGISLATOR DOES NOT EXPRESS IT THE SAVANT DISCOVERS AND FORMULATES IT BUT IN FACT THE LAW,"by which social wants must be satisfied. The people do not vote it. The legislator does not express it. The soap discovers and formulates it. But in fact, the law.",0.13296667500003423,4.8047152510000615,0.38329997300002105,5.320981899000117,0.008108465713329526,0.29299724066225946,0.023374087447023878,0.3244797938226129,1
50,mic_fileid_50_doa7_3spk.wav,16.934625,3,"4,12,54",2,54,0.0773876670345745,enhanced_fileid_50_pred54_idx2_loudest.wav,58,4.0,text_fileid_50_doa58_spk1.txt,0.0,0,37,WOULD BE THE MOST ADVANCED IN CIVILIZATION BUT SUCH WAS NOT THE CASE MANY OF THEM WERE AMONG THE MOST DEGRADED UPON THE CONTINENT THEY SEEMED UNABLE TO ADAPT THEMSELVES TO THE WHITE MAN AND HIS WAYS,"would be the most advanced in civilization, but such was not the case. Many of them were among the most degraded upon the continent. They seemed unable to adapt themselves to the white man and his ways.",0.15022144099998513,5.019070867999972,0.3821829120001894,5.551475221000146,0.008870668290557666,0.2963792152468668,0.022568135521169756,0.3278180190585942,1
51,mic_fileid_51_doa46_3spk.wav,16.064,3,"39,45,168",1,45,0.06423850777760297,enhanced_fileid_51_pred45_idx1_loudest.wav,46,1.0,text_fileid_51_doa46_spk1.txt,0.024390243902439025,1,41,AND THIS IS UNDOUBTEDLY THE BEST WAY OF UTILIZING THE POWER I HAD MADE UP MY MIND TO ADOPT THE SAME SYSTEM IN SLEDGING ON THE BARRIER ANOTHER GREAT ADVANTAGE IT HAD WAS THAT THE DOGS WOULD PASS SINGLY ACROSS FISSURES,And this is undoubtedly the best way of utilizing the power. I had made up my mind to adopt the same system in sledging on the barrier. Another great advantage it had was that the dogs would pass singly across fishers.,0.13290535500004808,4.64593811199984,0.4188350139997965,5.197678480999684,0.008273490724604586,0.2892142749003884,0.026072896787835937,0.32356066241282894,1
52,mic_fileid_52_doa46_3spk.wav,16.408375,3,"45,87,317",2,317,0.07639458744506543,enhanced_fileid_52_pred317_idx2_loudest.wav,310,7.0,text_fileid_52_doa310_spk1.txt,0.2647058823529412,9,34,IT TAKES ITS NAME FROM THAT ILLUSTRIOUS WOMAN BY WHOSE VIRTUE AND FORTITUDE AND ARMED WITH PRAYER THE CHILDREN OF ISRAEL WERE PRESERVED FROM THE DESTRUCTION THREATENED THEM BY HOLOFERNES AND HIS GREAT ARMY,"It pays his name from that illustrious woman by whom's virtue and fortitude, and arm with prayer the children of Israel were preserved from an obstruction threatened them by a holoprene in his great army.",0.13731494200010275,4.814605951999738,0.35781685399979324,5.309737747999634,0.00836858872375252,0.293423690767656,0.021806964675039012,0.3235992441664476,1
53,mic_fileid_53_doa65_3spk.wav,16.895875,3,"59,104,212",1,104,0.04797866271705111,enhanced_fileid_53_pred104_idx1_loudest.wav,106,2.0,text_fileid_53_doa106_spk1.txt,0.07142857142857142,3,42,LITTLE DID I THEN THINK THAT THESE PEOPLE PLACED BY A SEEMING CHANCE IN AN ADJOINING STATEROOM WERE TO BE MY FELLOW WORKERS AND TRUE FRIENDS NOT ONLY FOR THE COMING MONTHS IN THAT ARCTIC LAND TO WHICH WE WERE GOING BUT,"Little did I then think that these people, placed by a scenic chance in an adjoining state room, were to be my fellow workers and true friends, not only for the coming months in that arctic land to which we were going, but...",0.13916315100004795,4.918126480999945,0.44479669500015007,5.502086327000143,0.008236516368643112,0.2910844499618957,0.026325756730571814,0.32564672306111064,1
54,mic_fileid_54_doa45_3spk.wav,14.5195,3,"45,82,330",0,45,0.057435642928071254,enhanced_fileid_54_pred45_idx0_loudest.wav,327,78.0,text_fileid_54_doa327_spk1.txt,1.0,31,31,WHILE HE HIMSELF STROVE TO ENJOY LIFE IN A SHY AND BOYISH FASHION THAT WAS AS UNUSUAL IN A MAN OF HIS WEALTH AS IT WAS ADMIRABLE HE HAD NEVER MARRIED,"The Tona Pole is a most interesting affair. Figure 66 represents the pole at Alark Bay, east of Vancouver Island, and is one of the finest on the North Coast.",0.1346013090001179,4.062065818000065,0.3392543840000144,4.535921511000197,0.0092703818313384,0.27976623285926266,0.02336543159199796,0.31240204628259904,1
55,mic_fileid_55_doa55_3spk.wav,16.039125,3,"49,143,185",2,185,0.0760783103082885,enhanced_fileid_55_pred185_idx2_loudest.wav,144,41.0,text_fileid_55_doa144_spk1.txt,1.0666666666666667,32,30,IT WAS AS THOUGH THE SPIRIT OF THE DEEP HAD TAKEN FORM IN THE SUBSTANCE OF THE NOBLEST OF ALL THE FOWLS OF ITS DOMINIONS AND POISED ON TREMORLESS WINGS,"Thus he speaks of two young girls of about 16 and 17, slightly nerf-hathing, but without deaf and hysterical symptoms, whom you direct the menstrual period to feel themselves in sort of electrical state.",0.1453447149999647,4.634831307999775,0.41879825099999834,5.198974273999738,0.009061885545499816,0.2889703339801751,0.026111041032475173,0.32414326055815007,1
56,mic_fileid_56_doa11_3spk.wav,17.138125,3,"8,63,117",1,63,0.04891488236491899,enhanced_fileid_56_pred63_idx1_loudest.wav,64,1.0,text_fileid_56_doa64_spk1.txt,0.11428571428571428,4,35,I REPAIRED UNDER THESE THOUGHTS TO MY BIBLE MY GREAT COMFORT IN THAT TIME AND THAT SCRIPTURE CAME TO MY HAND CAST THY BURDEN UPON THE LORD AND HE SHALL SUSTAIN THEE PSALM FIFTY FIVE,"I repaired under these thoughts to my Bible, my great comfort in that time, and that Scripture came to my hand, and cast thy burden upon the Lord, and he shall sustain thee in Psalm 55.",0.1448286139998345,5.111954985999773,0.3552427209999678,5.6120263209995755,0.00845066855328891,0.2982797118121016,0.02072821390904593,0.3274585942744364,1
57,mic_fileid_57_doa15_3spk.wav,16.733625,3,"12,177,236",1,177,0.05262476535328244,enhanced_fileid_57_pred177_idx1_loudest.wav,173,4.0,text_fileid_57_doa173_spk1.txt,0.0,0,37,WHILE ON THE OTHER HAND I DID AFTERWARDS DISCOVER THESE AS SOON AS I SUPPOSED GOD TO HAVE CREATED A RATIONAL SOUL AND TO HAVE ANNEXED IT TO THIS BODY IN A PARTICULAR MANNER WHICH I DESCRIBED,"While, on the other hand, I did afterwards discover these as soon as I supposed God to have created a rational soul, and to have annexed it to this body in a particular manner, which I described.",0.144908174999955,4.908282719999988,0.37632520000011027,5.429516095000054,0.00865970015462609,0.2933185559016644,0.022489161792505225,0.3244674178487957,1
58,mic_fileid_58_doa91_3spk.wav,17.251375,3,"78,129,330",1,129,0.06013889379456613,enhanced_fileid_58_pred129_idx1_loudest.wav,128,1.0,text_fileid_58_doa128_spk1.txt,0.06,3,50,IT MADE LITTLE DIFFERENCE TO HIM WHETHER THERE WAS A DRY STRIP ALONG THE EDGE OF THE STREAM WHERE HE COULD STEAL SILENTLY ALONG WITHOUT WETTING HIS FEET WHEN HE FOUND NO PLACE TO WALK HE SWAM NOW MASTER MEADOW MOUSE WAS WELL AWARE OF THIS TRICK OF PETER MINK'S,"It made little difference to him whether there was a dry strip along the edge of the stream, where he could still silently along without wetting his feet. When he found no place to walk, he swam. Now Master Meta Mouse was well aware of this trick of Peter Meigs.",0.14298104499994224,5.122496770999987,0.4993573109998124,5.764835126999742,0.00828809558658033,0.29693266600488294,0.02894594262775068,0.33416670421921396,1
59,mic_fileid_59_doa11_3spk.wav,16.365375,3,"10,100,199",2,199,0.0320020763433718,enhanced_fileid_59_pred199_idx2_loudest.wav,257,58.0,text_fileid_59_doa257_spk1.txt,1.121212121212121,37,33,WHEREAS THE OTHERS BEING ROUND ARE MORE CONVENIENTLY CLOSED WITH THREE BESIDES I WISH SUCH PERSONS TO OBSERVE THAT THE GRAND ARTERY AND THE ARTERIAL VEIN ARE OF MUCH HARDER AND FIRMER TEXTURE,"who I had made for me, that told me that only rested Tom could preserve her health, so that in place of suppurred, sickless nights, I succeeded in substituting a hygienic regime and regular sleep. In spite of herself,",0.1332420280000406,4.790586965000102,0.47203518499986785,5.395864178000011,0.008141703321802318,0.2927269900628676,0.028843530013816846,0.32971222339848677,1
