fileid,chunk_count,chunk_indices,chunk_mic_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,input_audio_mode,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
31,5,"1,2,3,4,5",mic_fileid_31_doa53_3spk_1.wav|mic_fileid_31_doa53_3spk_2.wav|mic_fileid_31_doa53_3spk_3.wav|mic_fileid_31_doa53_3spk_4.wav|mic_fileid_31_doa53_3spk_5.wav,516.0,536.0,20.0,53,text_fileid_31_doa53_spk1.txt,mean_all_channels,THIS WAS THE PORTER WHO HAD BEEN KILLED BY LE CABUC BELOW BY THE LIGHTS OF THE TORCH WHICH WAS THRUST BETWEEN THE PAVING STONES THIS HEAD COULD BE VAGUELY DISTINGUISHED NOTHING COULD BE STRANGER IN THAT SOMBRE AND UNCERTAIN GLEAM,"with a kill-fire to call an ectchic apparatus , below by the lines of a torch which was the direct point between the paving stones . This head can be vaguely distinguished . Nothing could not be enough sovereign , uncertain, bleak. >> And Mozart.",0.5853658536585366,24,41,"with a kill-fire to call an ectchic apparatus, below by the lines of a torch which was the direct point between the paving stones. This head can be vaguely distinguished. Nothing could not be enough sovereign, uncertain, bleak. And Mozart.",0.5853658536585366,24,41
32,5,"1,2,3,4,5",mic_fileid_32_doa102_3spk_1.wav|mic_fileid_32_doa102_3spk_2.wav|mic_fileid_32_doa102_3spk_3.wav|mic_fileid_32_doa102_3spk_4.wav|mic_fileid_32_doa102_3spk_5.wav,536.0,556.0,20.0,102,text_fileid_32_doa102_spk1.txt,mean_all_channels,LET ME BE OBSEQUIOUS IN THY HEART AND TAKE THOU MY OBLATION POOR BUT FREE WHICH IS NOT MIX'D WITH SECONDS KNOWS NO ART BUT MUTUAL RENDER ONLY ME FOR THEE HENCE THOU SUBORNED INFORMER,"You can't smash them, you're a trainer yourself . I know you all, play you all live. This is a break of wasted information. I'm sorry. I'm not sure if it's the most important thing to do. >> [INAUDIBLE]",1.0285714285714285,36,35,"You can't smash them, you're a trainer yourself. I know you all, play you all live. This is a break of wasted information. I'm sorry. I'm not sure if it's the most important thing to do.",1.0,35,35
33,4,"1,2,3,4",mic_fileid_33_doa34_3spk_1.wav|mic_fileid_33_doa34_3spk_2.wav|mic_fileid_33_doa34_3spk_3.wav|mic_fileid_33_doa34_3spk_4.wav,556.0,572.0,16.0,345,text_fileid_33_doa345_spk1.txt,mean_all_channels,WHEN I WENT TO SLEEP LAST NIGHT I BELONGED TO GOVERNOR LUCAS BUT I UNDERSTAND DAT HE IS BIN GAMBLING ALL NIGHT SO I DON'T KNOW WHO OWNS ME DIS MORNING SUCH IS THE UNCERTAINTY OF A SLAVE'S POSITION,"And she had a sweet last bite. I would want to go for Lucas. I understand that he is a very active on this. So I don't know who he is, but I'm not sure who 's happy there to",0.7435897435897436,29,39,"And she had a sweet last bite. I would want to go for Lucas. I understand that he is a very active on this. So I don't know who he is, but I'm not sure who's happy there to",0.7435897435897436,29,39
34,4,"1,2,3,4",mic_fileid_34_doa125_3spk_1.wav|mic_fileid_34_doa125_3spk_2.wav|mic_fileid_34_doa125_3spk_3.wav|mic_fileid_34_doa125_3spk_4.wav,572.0,588.0,16.0,157,text_fileid_34_doa157_spk1.txt,mean_all_channels,THEREFORE SELLEN HAD FALLEN ON EVIL DAYS FOR HE COULD NOT BRING HIMSELF TO PAINT AGAINST HIS BETTER JUDGMENT HE WAS NOW RENTING A FORMER PHOTOGRAPHIC STUDIO ON THE TOP OF A HOUSE IN GOVERNMENT STREET THE ACCOMMODATION CONSISTED OF THE STUDIO ITSELF,"Therefore, someone had fallen on an evil day, for he could not bring himself to paint against his better judgment . He was now running a former photograph ic studio on the top of the house in government street. The accommodation consisted of the studio itself",0.16279069767441862,7,43,"Therefore, someone had fallen on an evil day, for he could not bring himself to paint against his better judgment. He was now running a former photograph ic studio on the top of the house in government street. The accommodation consisted of the studio itself",0.16279069767441862,7,43
35,5,"1,2,3,4,5",mic_fileid_35_doa24_3spk_1.wav|mic_fileid_35_doa24_3spk_2.wav|mic_fileid_35_doa24_3spk_3.wav|mic_fileid_35_doa24_3spk_4.wav|mic_fileid_35_doa24_3spk_5.wav,588.0,608.0,20.0,24,text_fileid_35_doa24_spk1.txt,mean_all_channels,THE WESTERN WORLD IS WARNED IF NOT ARMED AGAINST THE POSSIBILITY OF IT IN THE SECOND PLACE THERE IS A WEAKNESS INHERENT IN THE BROWN MAN WHICH WILL BRING HIS ADVENTURE TO NAUGHT FROM THE WEST HE HAS BORROWED ALL OUR MATERIAL ACHIEVEMENT AND PASSED OUR ETHICAL ACHIEVEMENT BY,". The world is war, if not marked against the possibility of it. In the second place, there is weakness and herit in the brown man, which will bring his adventure to naught. From the west he has borrowed all our material achievement and passed our ethical achievement by.",0.12244897959183673,6,49,". The world is war, if not marked against the possibility of it. In the second place, there is weakness and herit in the brown man, which will bring his adventure to naught. From the west he has borrowed all our material achievement and passed our ethical achievement by.",0.12244897959183673,6,49
36,4,"1,2,3,4",mic_fileid_36_doa24_3spk_1.wav|mic_fileid_36_doa24_3spk_2.wav|mic_fileid_36_doa24_3spk_3.wav|mic_fileid_36_doa24_3spk_4.wav,608.0,624.0,16.0,269,text_fileid_36_doa269_spk1.txt,mean_all_channels,THE BRIDGE OPENED ON A RATHER FINE STREET CALLED SAINT THOMAS'S STREET HE ENTERED IT HERE AND THERE WERE HIGH CARVED GABLES AND SHOP FRONTS HE SET TO KNOCKING AT THE DOORS AGAIN,But will you imagine that she was too young to stand in spirit. He's there when the heart rate goes to the shocker. The young prince is talking about the doors of the house. I love her thoughts.,1.121212121212121,37,33,But will you imagine that she was too young to stand in spirit. He's there when the heart rate goes to the shocker. The young prince is talking about the doors of the house. I love her thoughts.,1.121212121212121,37,33
37,4,"1,2,3,4",mic_fileid_37_doa51_3spk_1.wav|mic_fileid_37_doa51_3spk_2.wav|mic_fileid_37_doa51_3spk_3.wav|mic_fileid_37_doa51_3spk_4.wav,624.0,640.0,16.0,104,text_fileid_37_doa104_spk1.txt,mean_all_channels,AND THERE WAS MUCH COMMENT ON THIS EVIDENCE OF A DECLINING INDUSTRY IT WAS NOT AT ONCE RECOGNIZED THAT THERE WAS EMBODIED IN HORSE FLESH MORE HORSE POWER THAN EVER BEFORE,"I love this. It was not once working as the player was embodied in horse flesh, more horsepower than ever before.",0.5806451612903226,18,31,"I love this. It was not once working as the player was embodied in horse flesh, more horsepower than ever before.",0.5806451612903226,18,31
38,5,"1,2,3,4,5",mic_fileid_38_doa1_3spk_1.wav|mic_fileid_38_doa1_3spk_2.wav|mic_fileid_38_doa1_3spk_3.wav|mic_fileid_38_doa1_3spk_4.wav|mic_fileid_38_doa1_3spk_5.wav,640.0,660.0,20.0,1,text_fileid_38_doa1_spk1.txt,mean_all_channels,ONCE UPON A TIME THERE WAS AN OLD WIDOW WOMAN WHO HAD THREE SONS THE FIRST TWO WERE CLEVER ENOUGH BUT THE THIRD BOBO BY NAME WAS LITTLE BETTER THAN A SILLY SIMPLETON ALL HIS MOTHER'S SCOLDINGS AND BEATINGS,"[BLANK _AUDIO who had three. So I'm proud of those all. But the third, bold little button, one stupid button. He took note of his brother's school. He's beating us. He's beating us for social life. He",0.9743589743589743,38,39,"BLANK _AUDIO who had three. So I'm proud of those all. But the third, bold little button, one stupid button. He took note of his brother's school. He's beating us. He's beating us for social life. He",0.9743589743589743,38,39
39,5,"1,2,3,4,5",mic_fileid_39_doa156_3spk_1.wav|mic_fileid_39_doa156_3spk_2.wav|mic_fileid_39_doa156_3spk_3.wav|mic_fileid_39_doa156_3spk_4.wav|mic_fileid_39_doa156_3spk_5.wav,660.0,680.0,20.0,250,text_fileid_39_doa250_spk1.txt,mean_all_channels,BUT HE MADE HIS WAY DOWN TO THE FORD UNDER THE PALACE WALLS AND STEPPED INTO THE FLOODED WATER INCH BY INCH AND FOOT BY FOOT HE FOUGHT HIS WAY ACROSS NOW NEARLY SWEPT OFF HIS FEET BY SOME SUDDEN SWIRL OR EDDY NOW NARROWLY ESCAPING,made his way down to the floor and under the palace walls and stepped into the flood of water inch by inch and foot by foot he fought his way across. Now nearly swept off his feet by some sudden swirl or any now narrow ly escaping. (laughs),0.21739130434782608,10,46,made his way down to the floor and under the palace walls and stepped into the flood of water inch by inch and foot by foot he fought his way across. Now nearly swept off his feet by some sudden swirl or any now narrow ly escaping. (laughs),0.21739130434782608,10,46
40,4,"1,2,3,4",mic_fileid_40_doa14_3spk_1.wav|mic_fileid_40_doa14_3spk_2.wav|mic_fileid_40_doa14_3spk_3.wav|mic_fileid_40_doa14_3spk_4.wav,680.0,696.0,16.0,14,text_fileid_40_doa14_spk1.txt,mean_all_channels,WE ADVANCED TALKING IN THAT FASHION AND IN HIGH SPIRITS AND CONGRATULATING OURSELVES IN BEING SHUT OF THE TRANSPORT AND ON BREATHING FINE MOUNTAIN AIR AGAIN,( The wind advanced talking in their fashion and in high spirits and congratulating ourselves on the shut-up of the transporter and on breathing a fine mountain air again. My Lord. My Lord,0.46153846153846156,12,26,(The wind advanced talking in their fashion and in high spirits and congratulating ourselves on the shut-up of the transporter and on breathing a fine mountain air again. My Lord. My Lord,0.46153846153846156,12,26
41,4,"1,2,3,4",mic_fileid_41_doa86_3spk_1.wav|mic_fileid_41_doa86_3spk_2.wav|mic_fileid_41_doa86_3spk_3.wav|mic_fileid_41_doa86_3spk_4.wav,696.0,712.0,16.0,116,text_fileid_41_doa116_spk1.txt,mean_all_channels,WE TOOK ROOMS AT A HOTEL IN MEDWORTH QUARLES EXPLAINING THAT OUR INVESTIGATIONS MIGHT TAKE SOME DAYS NEXT MORNING INSTEAD OF GOING TO WITHAN AS I HAD EXPECTED HE TOOK ME TO THE POLICE COURT,[inaudible] [inaudible] [inaudible] [inaudible],1.0,35,35,,1.0,35,35
42,5,"1,2,3,4,5",mic_fileid_42_doa76_3spk_1.wav|mic_fileid_42_doa76_3spk_2.wav|mic_fileid_42_doa76_3spk_3.wav|mic_fileid_42_doa76_3spk_4.wav|mic_fileid_42_doa76_3spk_5.wav,712.0,732.0,20.0,76,text_fileid_42_doa76_spk1.txt,mean_all_channels,HOW CAN EARTHLY WORDS DESCRIBE IT IT TOWERED TEN FEET AT THE SHOULDER HAD FOUR LEGS ON EITHER SIDE A BROAD FLAT TAIL LARGER AT THE TIP THAN AT THE ROOT AND WHICH IT HELD,"How can person who works as a writer, it's how she did the shoulder. Had it for legs. On either side of the board , Blacktail, and Larg had the chance to screw you back. And which it held.",0.6857142857142857,24,35,"How can person who works as a writer, it's how she did the shoulder. Had it for legs. On either side of the board, Blacktail, and Larg had the chance to screw you back. And which it held.",0.6857142857142857,24,35
43,4,"1,2,3,4",mic_fileid_43_doa44_3spk_1.wav|mic_fileid_43_doa44_3spk_2.wav|mic_fileid_43_doa44_3spk_3.wav|mic_fileid_43_doa44_3spk_4.wav,732.0,748.0,16.0,273,text_fileid_43_doa273_spk1.txt,mean_all_channels,ODETTE ODETTE HE WHISPERED DON'T YOU REALISE THAT I LOVE YOU AND WOULD GIVE MY LIFE TO SAVE YOU FROM UNHAPPINESS WON'T YOU TELL ME EVERYTHING PLEASE NO NO NO SHE MURMURED WITH A LITTLE CATCH IN HER VOICE PLEASE DON'T ASK ME,"of death of death of death of death to save you from unhappiness. Don't do everything, please . No, no, no , she won't be able to catch her voice . Please don't ask me. Me. I",0.627906976744186,27,43,"of death of death of death of death to save you from unhappiness. Don't do everything, please. No, no, no, she won't be able to catch her voice. Please don't ask me. Me. I",0.627906976744186,27,43
44,5,"1,2,3,4,5",mic_fileid_44_doa184_3spk_1.wav|mic_fileid_44_doa184_3spk_2.wav|mic_fileid_44_doa184_3spk_3.wav|mic_fileid_44_doa184_3spk_4.wav|mic_fileid_44_doa184_3spk_5.wav,748.0,768.0,20.0,215,text_fileid_44_doa215_spk1.txt,mean_all_channels,I TOO HAVE HAD MY DREAM I TOO HAVE MEDITATED I TOO HAVE SIGHED I TOO HAVE HAD A MOONLIGHT SOUL LOVE IS A CHILD SIX THOUSAND YEARS OLD LOVE HAS THE RIGHT TO A LONG WHITE BEARD,too have my own story. I do participate. I do . I too have had the only answer of love as a child. Six thousand years old. Love has the right to a long white beard . [BLANK,0.42105263157894735,16,38,too have my own story. I do participate. I do. I too have had the only answer of love as a child. Six thousand years old. Love has the right to a long white beard. BLANK,0.42105263157894735,16,38
45,4,"1,2,3,4",mic_fileid_45_doa62_3spk_1.wav|mic_fileid_45_doa62_3spk_2.wav|mic_fileid_45_doa62_3spk_3.wav|mic_fileid_45_doa62_3spk_4.wav,768.0,784.0,16.0,278,text_fileid_45_doa278_spk1.txt,mean_all_channels,ONE LADY HAD A FRIGHT FOR THE WIND BLEW THE END OF HER SHAWL WITHIN REACH OF A TIGER'S GREAT CLAW AND HE CLUTCHED IT TRYING TO DRAG HER NEARER THE SHAWL CAME OFF AND THE POOR LADY RAN AWAY SCREAMING,"One leg workout to frighten. When learning to lift the hands up and fall , this is a great flaw. He clutched it. He never plays. It 's not a way of screaming.",0.8048780487804879,33,41,"One leg workout to frighten. When learning to lift the hands up and fall, this is a great flaw. He clutched it. He never plays. It's not a way of screaming.",0.8048780487804879,33,41
46,4,"1,2,3,4",mic_fileid_46_doa151_3spk_1.wav|mic_fileid_46_doa151_3spk_2.wav|mic_fileid_46_doa151_3spk_3.wav|mic_fileid_46_doa151_3spk_4.wav,784.0,800.0,16.0,189,text_fileid_46_doa189_spk1.txt,mean_all_channels,YOU'LL SEE THE ENGLISHEST LOOKING ENGLISHMAN YOU EVER SAT EYES ON OUTSIDE THE PAGES OF PUNCH TRYING TO TEAR MY OLD FASHIONED DOORBELL OUT BY THE ROOTS THAT'S YOUR BEST MAKE UP IS IT REMSEN,I'm not a good person. Right here by the old assassin doorbell. That's your first late-night-dating- safe-reason? It is the same thing .,0.8857142857142857,31,35,I'm not a good person. Right here by the old assassin doorbell. That's your first late-night-dating- safe-reason? It is the same thing.,0.8857142857142857,31,35
47,4,"1,2,3,4",mic_fileid_47_doa63_3spk_1.wav|mic_fileid_47_doa63_3spk_2.wav|mic_fileid_47_doa63_3spk_3.wav|mic_fileid_47_doa63_3spk_4.wav,800.0,816.0,16.0,104,text_fileid_47_doa104_spk1.txt,mean_all_channels,AT FIRST UNDER DIFFERENT ANIMAL SHAPES SINCE THAT TIME PARTLY FROM HABIT AND PARTLY TO AMUSE OURSELVES WE HAVE CONTINUED TO TRANSFORM OURSELVES AND IT WAS IN THIS WAY THAT I GOT TO KNOW YOU HOW EXCLAIMED JEGU FILLED WITH ASTONISHMENT,"First under different animal shapes . Since that time, probably, it's inhabited part of the museum, our cells, we continue to transform ourselves. And it was in this way that I got to know you. How it 's claimed Jacob Fildwell is stonement . Next the ballast tanks.",0.5609756097560976,23,41,"First under different animal shapes. Since that time, probably, it's inhabited part of the museum, our cells, we continue to transform ourselves. And it was in this way that I got to know you. How it's claimed Jacob Fildwell is stonement. Next the ballast tanks.",0.5365853658536586,22,41
48,5,"1,2,3,4,5",mic_fileid_48_doa191_3spk_1.wav|mic_fileid_48_doa191_3spk_2.wav|mic_fileid_48_doa191_3spk_3.wav|mic_fileid_48_doa191_3spk_4.wav|mic_fileid_48_doa191_3spk_5.wav,816.0,836.0,20.0,227,text_fileid_48_doa227_spk1.txt,mean_all_channels,APPLIED TO HER WORK BUT AFTER A FEW MINUTES SUNK AGAIN WITHOUT KNOWING IT HERSELF INTO LANGUOR AND LISTLESSNESS MOVING HERSELF IN HER CHAIR FROM THE IRRITATION OF WEARINESS MUCH OFTENER THAN SHE MOVED HER NEEDLE,Apply to your left hand and work out your left hand . [BLANK _AUDIO] Much oftener than she moved her needle .,0.75,27,36,Apply to your left hand and work out your left hand. Much oftener than she moved her needle.,0.75,27,36
49,4,"1,2,3,4",mic_fileid_49_doa63_3spk_1.wav|mic_fileid_49_doa63_3spk_2.wav|mic_fileid_49_doa63_3spk_3.wav|mic_fileid_49_doa63_3spk_4.wav,836.0,852.0,16.0,63,text_fileid_49_doa63_spk1.txt,mean_all_channels,BY WHICH SOCIAL WANTS MUST BE SATISFIED THE PEOPLE DO NOT VOTE IT THE LEGISLATOR DOES NOT EXPRESS IT THE SAVANT DISCOVERS AND FORMULATES IT BUT IN FACT THE LAW,"They are the ones social wants that must be satisfied . Perhaps people do not know which let what was later does not express the world. But in fact, the law went to carry off",0.7333333333333333,22,30,"They are the ones social wants that must be satisfied. Perhaps people do not know which let what was later does not express the world. But in fact, the law went to carry off",0.7333333333333333,22,30
50,4,"1,2,3,4",mic_fileid_50_doa7_3spk_1.wav|mic_fileid_50_doa7_3spk_2.wav|mic_fileid_50_doa7_3spk_3.wav|mic_fileid_50_doa7_3spk_4.wav,852.0,868.0,16.0,58,text_fileid_50_doa58_spk1.txt,mean_all_channels,WOULD BE THE MOST ADVANCED IN CIVILIZATION BUT SUCH WAS NOT THE CASE MANY OF THEM WERE AMONG THE MOST DEGRADED UPON THE CONTINENT THEY SEEMED UNABLE TO ADAPT THEMSELVES TO THE WHITE MAN AND HIS WAYS,". Would be the most advanced at civilization , but such was not the case. Many of them were like the most degraded of my kind. They seem to know to adapt themselves to the white man's and his wife's .",0.2702702702702703,10,37,". Would be the most advanced at civilization, but such was not the case. Many of them were like the most degraded of my kind. They seem to know to adapt themselves to the white man's and his wife's.",0.2702702702702703,10,37
51,4,"1,2,3,4",mic_fileid_51_doa46_3spk_1.wav|mic_fileid_51_doa46_3spk_2.wav|mic_fileid_51_doa46_3spk_3.wav|mic_fileid_51_doa46_3spk_4.wav,868.0,884.0,16.0,46,text_fileid_51_doa46_spk1.txt,mean_all_channels,AND THIS IS UNDOUBTEDLY THE BEST WAY OF UTILIZING THE POWER I HAD MADE UP MY MIND TO ADOPT THE SAME SYSTEM IN SLEDGING ON THE BARRIER ANOTHER GREAT ADVANTAGE IT HAD WAS THAT THE DOGS WOULD PASS SINGLY ACROSS FISSURES,I didn't mean to mind mine to adopt the same system in sludging the barrier . Another great advantage it had was that the dogs would pass simply across Fisher's water room.,0.5365853658536586,22,41,I didn't mean to mind mine to adopt the same system in sludging the barrier. Another great advantage it had was that the dogs would pass simply across Fisher's water room.,0.5365853658536586,22,41
52,4,"1,2,3,4",mic_fileid_52_doa46_3spk_1.wav|mic_fileid_52_doa46_3spk_2.wav|mic_fileid_52_doa46_3spk_3.wav|mic_fileid_52_doa46_3spk_4.wav,884.0,900.0,16.0,310,text_fileid_52_doa310_spk1.txt,mean_all_channels,IT TAKES ITS NAME FROM THAT ILLUSTRIOUS WOMAN BY WHOSE VIRTUE AND FORTITUDE AND ARMED WITH PRAYER THE CHILDREN OF ISRAEL WERE PRESERVED FROM THE DESTRUCTION THREATENED THEM BY HOLOFERNES AND HIS GREAT ARMY,It takes his name from that illust rious woman by whose virtue and fortune do an arm with prayer the children of this general observe from the destruction threat and by the law firm is great.,0.5,17,34,It takes his name from that illust rious woman by whose virtue and fortune do an arm with prayer the children of this general observe from the destruction threat and by the law firm is great.,0.5,17,34
53,5,"1,2,3,4,5",mic_fileid_53_doa65_3spk_1.wav|mic_fileid_53_doa65_3spk_2.wav|mic_fileid_53_doa65_3spk_3.wav|mic_fileid_53_doa65_3spk_4.wav|mic_fileid_53_doa65_3spk_5.wav,900.0,920.0,20.0,106,text_fileid_53_doa106_spk1.txt,mean_all_channels,LITTLE DID I THEN THINK THAT THESE PEOPLE PLACED BY A SEEMING CHANCE IN AN ADJOINING STATEROOM WERE TO BE MY FELLOW WORKERS AND TRUE FRIENDS NOT ONLY FOR THE COMING MONTHS IN THAT ARCTIC LAND TO WHICH WE WERE GOING BUT,"We 're all good, I didn't think that these people , 25 skin ning shants today, join the st agings for to be my fellow workers and true friends , not only for the coming months in that parking area until we're through the going. >> [INAUDIBLE]",0.5238095238095238,22,42,"We're all good, I didn't think that these people, 25 skin ning shants today, join the st agings for to be my fellow workers and true friends, not only for the coming months in that parking area until we're through the going.",0.5,21,42
