fileid,chunk_count,chunk_indices,chunk_mic_files,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,selected_doas,mean_selected_doa_error_deg
38,5,"1,2,3,4,5",mic_fileid_38_doa1_3spk_1.wav|mic_fileid_38_doa1_3spk_2.wav|mic_fileid_38_doa1_3spk_3.wav|mic_fileid_38_doa1_3spk_4.wav|mic_fileid_38_doa1_3spk_5.wav,20.0,1,text_fileid_38_doa1_spk1.txt,1.0,39,39,ONCE UPON A TIME THERE WAS AN OLD WIDOW WOMAN WHO HAD THREE SONS THE FIRST TWO WERE CLEVER ENOUGH BUT THE THIRD BOBO BY NAME WAS LITTLE BETTER THAN A SILLY SIMPLETON ALL HIS MOTHER'S SCOLDINGS AND BEATINGS,But it's going to cost me trust each other. the primes and cells work herself are happy to be handled with gloves. It is a great... Ubz-ian organism Arrogance about her sp hello Native 1,"67,73,9,7,64",43.0
39,5,"1,2,3,4,5",mic_fileid_39_doa156_3spk_1.wav|mic_fileid_39_doa156_3spk_2.wav|mic_fileid_39_doa156_3spk_3.wav|mic_fileid_39_doa156_3spk_4.wav|mic_fileid_39_doa156_3spk_5.wav,20.0,250,text_fileid_39_doa250_spk1.txt,0.9565217391304348,44,46,BUT HE MADE HIS WAY DOWN TO THE FORD UNDER THE PALACE WALLS AND STEPPED INTO THE FLOODED WATER INCH BY INCH AND FOOT BY FOOT HE FOUGHT HIS WAY ACROSS NOW NEARLY SWEPT OFF HIS FEET BY SOME SUDDEN SWIRL OR EDDY NOW NARROWLY ESCAPING,"and no wholeness of conduct, and never aluding in the slantest way. to what had passed was the greatest existence to her. Right, right, right, right, right. Now I'm going to start the 15th. Her spirits became absolutely comfortable.","156,157,239,157,178",72.6
40,4,"1,2,3,4",mic_fileid_40_doa14_3spk_1.wav|mic_fileid_40_doa14_3spk_2.wav|mic_fileid_40_doa14_3spk_3.wav|mic_fileid_40_doa14_3spk_4.wav,16.0,14,text_fileid_40_doa14_spk1.txt,0.19230769230769232,5,26,WE ADVANCED TALKING IN THAT FASHION AND IN HIGH SPIRITS AND CONGRATULATING OURSELVES IN BEING SHUT OF THE TRANSPORT AND ON BREATHING FINE MOUNTAIN AIR AGAIN,"We advanced, talking in that fashion and in h- spirit and congratulating ourselves in being. shut of the transport and on breathing climb mountain","17,12,13,16",2.0
41,4,"1,2,3,4",mic_fileid_41_doa86_3spk_1.wav|mic_fileid_41_doa86_3spk_2.wav|mic_fileid_41_doa86_3spk_3.wav|mic_fileid_41_doa86_3spk_4.wav,16.0,116,text_fileid_41_doa116_spk1.txt,0.9142857142857143,32,35,WE TOOK ROOMS AT A HOTEL IN MEDWORTH QUARLES EXPLAINING THAT OUR INVESTIGATIONS MIGHT TAKE SOME DAYS NEXT MORNING INSTEAD OF GOING TO WITHAN AS I HAD EXPECTED HE TOOK ME TO THE POLICE COURT,"Colleague of General Sickles in the Washington Hospital. The General has lost the leg on the second day of the battle. The President was asked, why he believed that victory would","236,239,240,93",97.5
42,5,"1,2,3,4,5",mic_fileid_42_doa76_3spk_1.wav|mic_fileid_42_doa76_3spk_2.wav|mic_fileid_42_doa76_3spk_3.wav|mic_fileid_42_doa76_3spk_4.wav|mic_fileid_42_doa76_3spk_5.wav,20.0,76,text_fileid_42_doa76_spk1.txt,0.3142857142857143,11,35,HOW CAN EARTHLY WORDS DESCRIBE IT IT TOWERED TEN FEET AT THE SHOULDER HAD FOUR LEGS ON EITHER SIDE A BROAD FLAT TAIL LARGER AT THE TIP THAN AT THE ROOT AND WHICH IT HELD,"How can earthly words describe it? The tower can't be at the shoulder. Head or leg. on either side. A broad flat panel. larger at the tenth than at the root, and which it held. Thank you.","67,75,70,77,85",5.2
43,4,"1,2,3,4",mic_fileid_43_doa44_3spk_1.wav|mic_fileid_43_doa44_3spk_2.wav|mic_fileid_43_doa44_3spk_3.wav|mic_fileid_43_doa44_3spk_4.wav,16.0,273,text_fileid_43_doa273_spk1.txt,0.9534883720930233,41,43,ODETTE ODETTE HE WHISPERED DON'T YOU REALISE THAT I LOVE YOU AND WOULD GIVE MY LIFE TO SAVE YOU FROM UNHAPPINESS WON'T YOU TELL ME EVERYTHING PLEASE NO NO NO SHE MURMURED WITH A LITTLE CATCH IN HER VOICE PLEASE DON'T ASK ME,"Making so high that the cartilage seemed rattling from the best. Struck us, I say. Go on, go on, go on, go on! man on theculine. Thank you.","41,35,117,34",131.75
44,5,"1,2,3,4,5",mic_fileid_44_doa184_3spk_1.wav|mic_fileid_44_doa184_3spk_2.wav|mic_fileid_44_doa184_3spk_3.wav|mic_fileid_44_doa184_3spk_4.wav|mic_fileid_44_doa184_3spk_5.wav,20.0,215,text_fileid_44_doa215_spk1.txt,1.1578947368421053,44,38,I TOO HAVE HAD MY DREAM I TOO HAVE MEDITATED I TOO HAVE SIGHED I TOO HAVE HAD A MOONLIGHT SOUL LOVE IS A CHILD SIX THOUSAND YEARS OLD LOVE HAS THE RIGHT TO A LONG WHITE BEARD,"And he proves the one bright star in the film and took disappointment. Supposing I could jar to a poem, she insisted with our Terry Hingey. Such as Toad. That's a tile. A controller. their father or be tired of dead-running and helping family expenses. Thank you.","183,183,207,182,84",47.2
45,4,"1,2,3,4",mic_fileid_45_doa62_3spk_1.wav|mic_fileid_45_doa62_3spk_2.wav|mic_fileid_45_doa62_3spk_3.wav|mic_fileid_45_doa62_3spk_4.wav,16.0,278,text_fileid_45_doa278_spk1.txt,0.975609756097561,40,41,ONE LADY HAD A FRIGHT FOR THE WIND BLEW THE END OF HER SHAWL WITHIN REACH OF A TIGER'S GREAT CLAW AND HE CLUTCHED IT TRYING TO DRAG HER NEARER THE SHAWL CAME OFF AND THE POOR LADY RAN AWAY SCREAMING,"That's ordinary glory. Whatever account you have, you can do that. like his cajolary, his bronsty, Barbara Ivanova. She told me. Her mom here killed her because she's... I did something to Frankie. Oh, but it's so.","198,198,200,200",79.0
46,4,"1,2,3,4",mic_fileid_46_doa151_3spk_1.wav|mic_fileid_46_doa151_3spk_2.wav|mic_fileid_46_doa151_3spk_3.wav|mic_fileid_46_doa151_3spk_4.wav,16.0,189,text_fileid_46_doa189_spk1.txt,0.6571428571428571,23,35,YOU'LL SEE THE ENGLISHEST LOOKING ENGLISHMAN YOU EVER SAT EYES ON OUTSIDE THE PAGES OF PUNCH TRYING TO TEAR MY OLD FASHIONED DOORBELL OUT BY THE ROOTS THAT'S YOUR BEST MAKE UP IS IT REMSEN,You'll say that English is smoke an English one you ever said that I... on outside the pages of punch trying to tear my own fashion door. bail out by the roots? That's your best makeup! and the comic sheen is the same thing.,"188,186,188,152",10.5
47,4,"1,2,3,4",mic_fileid_47_doa63_3spk_1.wav|mic_fileid_47_doa63_3spk_2.wav|mic_fileid_47_doa63_3spk_3.wav|mic_fileid_47_doa63_3spk_4.wav,16.0,104,text_fileid_47_doa104_spk1.txt,0.2682926829268293,11,41,AT FIRST UNDER DIFFERENT ANIMAL SHAPES SINCE THAT TIME PARTLY FROM HABIT AND PARTLY TO AMUSE OURSELVES WE HAVE CONTINUED TO TRANSFORM OURSELVES AND IT WAS IN THIS WAY THAT I GOT TO KNOW YOU HOW EXCLAIMED JEGU FILLED WITH ASTONISHMENT,"at first under different animal shapes. Since that time, partly from having and partly to amuse ourselves, we have continued to transform ourselves. was in this way and I got to know you. How, exclaimed J.O. filled with his s- Next, the bonus tanks.","101,103,101,188",22.75
48,5,"1,2,3,4,5",mic_fileid_48_doa191_3spk_1.wav|mic_fileid_48_doa191_3spk_2.wav|mic_fileid_48_doa191_3spk_3.wav|mic_fileid_48_doa191_3spk_4.wav|mic_fileid_48_doa191_3spk_5.wav,20.0,227,text_fileid_48_doa227_spk1.txt,0.6388888888888888,23,36,APPLIED TO HER WORK BUT AFTER A FEW MINUTES SUNK AGAIN WITHOUT KNOWING IT HERSELF INTO LANGUOR AND LISTLESSNESS MOVING HERSELF IN HER CHAIR FROM THE IRRITATION OF WEARINESS MUCH OFTENER THAN SHE MOVED HER NEEDLE,You're the last aboveboard of that same... ...Metaline! again without knowing it herself into Langer and Mistses. and you ch much oftener than she most her needle.,"188,223,186,225,176",27.4
49,4,"1,2,3,4",mic_fileid_49_doa63_3spk_1.wav|mic_fileid_49_doa63_3spk_2.wav|mic_fileid_49_doa63_3spk_3.wav|mic_fileid_49_doa63_3spk_4.wav,16.0,63,text_fileid_49_doa63_spk1.txt,0.9333333333333333,28,30,BY WHICH SOCIAL WANTS MUST BE SATISFIED THE PEOPLE DO NOT VOTE IT THE LEGISLATOR DOES NOT EXPRESS IT THE SAVANT DISCOVERS AND FORMULATES IT BUT IN FACT THE LAW,by which social wants must be satisfied. I hope you liked the nice topic. I'd like to say now that night's breakfast. That's about to cover and formulate this. But I found... Lots of dinner on the same table.,"57,55,55,202",40.25
50,4,"1,2,3,4",mic_fileid_50_doa7_3spk_1.wav|mic_fileid_50_doa7_3spk_2.wav|mic_fileid_50_doa7_3spk_3.wav|mic_fileid_50_doa7_3spk_4.wav,16.0,58,text_fileid_50_doa58_spk1.txt,0.2972972972972973,11,37,WOULD BE THE MOST ADVANCED IN CIVILIZATION BUT SUCH WAS NOT THE CASE MANY OF THEM WERE AMONG THE MOST DEGRADED UPON THE CONTINENT THEY SEEMED UNABLE TO ADAPT THEMSELVES TO THE WHITE MAN AND HIS WAYS,would be the most advanced in civilization. It's not the case. Many of them were among the most accrued They seemed unable to adapt themselves to the situation. to the white man and his wife.,"56,51,54,54",4.25
51,4,"1,2,3,4",mic_fileid_51_doa46_3spk_1.wav|mic_fileid_51_doa46_3spk_2.wav|mic_fileid_51_doa46_3spk_3.wav|mic_fileid_51_doa46_3spk_4.wav,16.0,46,text_fileid_51_doa46_spk1.txt,0.04878048780487805,2,41,AND THIS IS UNDOUBTEDLY THE BEST WAY OF UTILIZING THE POWER I HAD MADE UP MY MIND TO ADOPT THE SAME SYSTEM IN SLEDGING ON THE BARRIER ANOTHER GREAT ADVANTAGE IT HAD WAS THAT THE DOGS WOULD PASS SINGLY ACROSS FISSURES,And this is undoubtedly the best way of utilizing the power. I had made up my mind to adopt the same system in sledging on the barrier. Another great advantage it had was that the dogs would pass assembly across cushers.,"44,42,48,46",2.0
52,4,"1,2,3,4",mic_fileid_52_doa46_3spk_1.wav|mic_fileid_52_doa46_3spk_2.wav|mic_fileid_52_doa46_3spk_3.wav|mic_fileid_52_doa46_3spk_4.wav,16.0,310,text_fileid_52_doa310_spk1.txt,0.47058823529411764,16,34,IT TAKES ITS NAME FROM THAT ILLUSTRIOUS WOMAN BY WHOSE VIRTUE AND FORTITUDE AND ARMED WITH PRAYER THE CHILDREN OF ISRAEL WERE PRESERVED FROM THE DESTRUCTION THREATENED THEM BY HOLOFERNES AND HIS GREAT ARMY,It takes its name from that deluxe trans woman by whose virtue and fortune impeachment as armless stage. were preserved from the destruction threatened by a holofernet. That is great army.,"317,319,315,312",5.75
53,5,"1,2,3,4,5",mic_fileid_53_doa65_3spk_1.wav|mic_fileid_53_doa65_3spk_2.wav|mic_fileid_53_doa65_3spk_3.wav|mic_fileid_53_doa65_3spk_4.wav|mic_fileid_53_doa65_3spk_5.wav,20.0,106,text_fileid_53_doa106_spk1.txt,0.3333333333333333,14,42,LITTLE DID I THEN THINK THAT THESE PEOPLE PLACED BY A SEEMING CHANCE IN AN ADJOINING STATEROOM WERE TO BE MY FELLOW WORKERS AND TRUE FRIENDS NOT ONLY FOR THE COMING MONTHS IN THAT ARCTIC LAND TO WHICH WE WERE GOING BUT,"But all that I then think, that these people... ...Quest... I have seen no chance in the joyous state room. Wouldn't be my... fellow workers and true friends. Not only for the coming months... and that Arctic land to which we were going. But...","103,105,101,103,85",6.6
54,4,"1,2,3,4",mic_fileid_54_doa45_3spk_1.wav|mic_fileid_54_doa45_3spk_2.wav|mic_fileid_54_doa45_3spk_3.wav|mic_fileid_54_doa45_3spk_4.wav,16.0,327,text_fileid_54_doa327_spk1.txt,0.967741935483871,30,31,WHILE HE HIMSELF STROVE TO ENJOY LIFE IN A SHY AND BOYISH FASHION THAT WAS AS UNUSUAL IN A MAN OF HIS WEALTH AS IT WAS ADMIRABLE HE HAD NEVER MARRIED,The Tonopole is the most interesting affair. Bigger 66 represents the Pope at Eric Bay. East of... Thank you for watching. to get information.,"45,44,43,81",86.25
55,4,"1,2,3,4",mic_fileid_55_doa55_3spk_1.wav|mic_fileid_55_doa55_3spk_2.wav|mic_fileid_55_doa55_3spk_3.wav|mic_fileid_55_doa55_3spk_4.wav,16.0,144,text_fileid_55_doa144_spk1.txt,1.2666666666666666,38,30,IT WAS AS THOUGH THE SPIRIT OF THE DEEP HAD TAKEN FORM IN THE SUBSTANCE OF THE NOBLEST OF ALL THE FOWLS OF ITS DOMINIONS AND POISED ON TREMORLESS WINGS,"The last six weeks are two young girls in about 16 and 17. Sleptly near a path they had, but without death and hysterical symptoms. who you directly menstrual period feel themselves in sort of electrical Thank you.","184,184,183,183",39.5
56,4,"1,2,3,4",mic_fileid_56_doa11_3spk_1.wav|mic_fileid_56_doa11_3spk_2.wav|mic_fileid_56_doa11_3spk_3.wav|mic_fileid_56_doa11_3spk_4.wav,16.0,64,text_fileid_56_doa64_spk1.txt,0.4,14,35,I REPAIRED UNDER THESE THOUGHTS TO MY BIBLE MY GREAT COMFORT IN THAT TIME AND THAT SCRIPTURE CAME TO MY HAND CAST THY BURDEN UPON THE LORD AND HE SHALL SUSTAIN THEE PSALM FIFTY FIVE,"I repair it under these socks to my Bible, my great comfort. in that time, and that scripture came to my hand. Cast my burden upon the Lord, and he shall sustain thee. So time at which Linth's hollow, it was a quiet.","63,59,64,10",15.0
57,4,"1,2,3,4",mic_fileid_57_doa15_3spk_1.wav|mic_fileid_57_doa15_3spk_2.wav|mic_fileid_57_doa15_3spk_3.wav|mic_fileid_57_doa15_3spk_4.wav,16.0,173,text_fileid_57_doa173_spk1.txt,0.08108108108108109,3,37,WHILE ON THE OTHER HAND I DID AFTERWARDS DISCOVER THESE AS SOON AS I SUPPOSED GOD TO HAVE CREATED A RATIONAL SOUL AND TO HAVE ANNEXED IT TO THIS BODY IN A PARTICULAR MANNER WHICH I DESCRIBED,"Well, on the other hand, I did afterwards discover... These assumed as I supposed God to have created a rational soul. and to have annexed it to this body in a particular manner. which I described.","176,176,175,176",2.75
58,5,"1,2,3,4,5",mic_fileid_58_doa91_3spk_1.wav|mic_fileid_58_doa91_3spk_2.wav|mic_fileid_58_doa91_3spk_3.wav|mic_fileid_58_doa91_3spk_4.wav|mic_fileid_58_doa91_3spk_5.wav,20.0,128,text_fileid_58_doa128_spk1.txt,0.12,6,50,IT MADE LITTLE DIFFERENCE TO HIM WHETHER THERE WAS A DRY STRIP ALONG THE EDGE OF THE STREAM WHERE HE COULD STEAL SILENTLY ALONG WITHOUT WETTING HIS FEET WHEN HE FOUND NO PLACE TO WALK HE SWAM NOW MASTER MEADOW MOUSE WAS WELL AWARE OF THIS TRICK OF PETER MINK'S,"It made little difference to him whether there was a dry strip along the edge of the the stream, where he could still silently along without wetting his feet. When he found no place to walk, he swam. Now Master Heddonass was well aware of this trick of Peter Minks. Thank you.","127,129,129,128,4",25.4
59,4,"1,2,3,4",mic_fileid_59_doa11_3spk_1.wav|mic_fileid_59_doa11_3spk_2.wav|mic_fileid_59_doa11_3spk_3.wav|mic_fileid_59_doa11_3spk_4.wav,16.0,257,text_fileid_59_doa257_spk1.txt,1.2424242424242424,41,33,WHEREAS THE OTHERS BEING ROUND ARE MORE CONVENIENTLY CLOSED WITH THREE BESIDES I WISH SUCH PERSONS TO OBSERVE THAT THE GRAND ARTERY AND THE ARTERIAL VEIN ARE OF MUCH HARDER AND FIRMER TEXTURE,"who I had made for me that told me that only rest of trauma... and reserve for health. So they can place it separate, C plus nine. Please rest absence you're doing a hygienic regime and regularity. Fight it for a count.","199,192,195,197",61.25
60,4,"1,2,3,4",mic_fileid_60_doa144_3spk_1.wav|mic_fileid_60_doa144_3spk_2.wav|mic_fileid_60_doa144_3spk_3.wav|mic_fileid_60_doa144_3spk_4.wav,16.0,144,text_fileid_60_doa144_spk1.txt,0.5,15,30,AND SHEWED HIMSELF TO HIS COURTIERS WHO EAGER TO KNOW THE SUCCESS OF THE NEW MEDICINE CAME THITHER BETIMES AND WHEN THEY SAW THE KING PERFECTLY CURED EXPRESSED GREAT JOY,"and shown himself to his courteous. Oh, yeager! about the success of the new medicine came then over time. and when they saw the king perfectly cured, expressed great Master! This is предлагate to exhaust!","142,143,143,322",45.5
61,4,"1,2,3,4",mic_fileid_61_doa93_3spk_1.wav|mic_fileid_61_doa93_3spk_2.wav|mic_fileid_61_doa93_3spk_3.wav|mic_fileid_61_doa93_3spk_4.wav,16.0,149,text_fileid_61_doa149_spk1.txt,0.8214285714285714,23,28,A SILVER WEB HAS THE MOON SPUN A SILVER WEB UPON ALL THE SKY WHERE THE FRAIL STARS QUIVER EVERY ONE LIKE TANGLED GNATS THAT HUM AND DIE,"He fiddle right after night, didn't she look theater? And he stood so... have upon all the sky where the frail stars quiver. performance due if any chance occurred. Gay friends for","90,154,94,91",44.25
62,4,"1,2,3,4",mic_fileid_62_doa56_3spk_1.wav|mic_fileid_62_doa56_3spk_2.wav|mic_fileid_62_doa56_3spk_3.wav|mic_fileid_62_doa56_3spk_4.wav,16.0,308,text_fileid_62_doa308_spk1.txt,1.09375,35,32,REMOVED CRIED BINGLEY IT MUST NOT BE THOUGHT OF MY SISTER I AM SURE WILL NOT HEAR OF HER REMOVAL YOU MAY DEPEND UPON IT MADAM SAID MISS BINGLEY WITH COLD CIVILITY,"In the consiergement room, in the unruly moment... Like that, I'm sure I will not hear of her removal. I had to find it better, so I left it there. I'm going to return this ornical to one of your moth...","58,314,318,55",58.25
63,4,"1,2,3,4",mic_fileid_63_doa174_3spk_1.wav|mic_fileid_63_doa174_3spk_2.wav|mic_fileid_63_doa174_3spk_3.wav|mic_fileid_63_doa174_3spk_4.wav,16.0,312,text_fileid_63_doa312_spk1.txt,0.96,48,50,AND THAT IF SHE NOTICED ANYTHING ODD OR OUT OF PLACE SHE WOULD NEVER REST UNTIL SHE HAD FERRETED OUT THE WHYS AND WHEREFORES THEREOF THERE ARE PLENTY OF PEOPLE IN AVONLEA AND OUT OF IT WHO CAN ATTEND CLOSELY TO THEIR NEIGHBOR'S BUSINESS BY DINT OF NEGLECTING THEIR OWN,"But it is time to unite tonight. follow the science. If people could only meet and look at each other in the face, said Mr. Capital King of the Lakes, they might find... was not stricter between them, it's getting fancy.","181,178,181,177",132.75
64,4,"1,2,3,4",mic_fileid_64_doa6_3spk_1.wav|mic_fileid_64_doa6_3spk_2.wav|mic_fileid_64_doa6_3spk_3.wav|mic_fileid_64_doa6_3spk_4.wav,16.0,327,text_fileid_64_doa327_spk1.txt,0.7428571428571429,26,35,AND THEIR MOTHER WAS TENDING AND WATCHING THEM THE OLDEST WAS EIGHT YEARS THE YOUNGEST THREE MONTHS COUSIN ALICE GAVE US DESCRIPTIONS OF THEIR TASTES AND HABITS DWELLING WITH EMPHASIS ON THOSE OF THE BABY,"But I'm not been able to attend classes lately. Okay. years, the youngest three months. description of the case and how it dwelling with emphasis on those of the baby. But in your own way.","5,327,328,167",49.75
65,4,"1,2,3,4",mic_fileid_65_doa48_3spk_1.wav|mic_fileid_65_doa48_3spk_2.wav|mic_fileid_65_doa48_3spk_3.wav|mic_fileid_65_doa48_3spk_4.wav,16.0,218,text_fileid_65_doa218_spk1.txt,0.6190476190476191,26,42,MY LAST HOPE IS GONE SHE TOLD MARILLA I WENT UP AND SAW MISSUS BARRY MYSELF AND SHE TREATED ME VERY INSULTINGLY MARILLA I DO NOT THINK SHE IS A WELL BRED WOMAN THERE IS NOTHING MORE TO DO EXCEPT TO PRAY,"They are all true. They are about myself. And some of us have buried myself, and she treated me very insultantly. But really, I'm gonna not be a she-the-wild-girl woman. There was nothing more to do except to pray.","51,215,210,211",46.25
66,5,"1,2,3,4,5",mic_fileid_66_doa58_3spk_1.wav|mic_fileid_66_doa58_3spk_2.wav|mic_fileid_66_doa58_3spk_3.wav|mic_fileid_66_doa58_3spk_4.wav|mic_fileid_66_doa58_3spk_5.wav,20.0,242,text_fileid_66_doa242_spk1.txt,1.0232558139534884,44,43,HIS EYES STILL SMILED BUT HIS VOICE WAS HARDER BYGONES ARE BYGONES ISN'T THAT SO BOBBY SINCE YOU WISH IT BOBBY SAID BUT MORE IMPORTANT THAN THE KNOWLEDGE GRAHAM DESIRED LOOMED THE OLD QUESTION WHAT WAS THE MAN'S GAME WHAT HELD HIM HERE,"If I had some smile, it would have been way so far. Bye, go on and drop by- I don't. Isn't that so, then? Since he wished it, probably said. A more confident knowledge grant desired. One of the old questions. Behind my God. I'm working on the leader of the party. Thank you.","236,243,234,92,185",44.4
67,4,"1,2,3,4",mic_fileid_67_doa77_3spk_1.wav|mic_fileid_67_doa77_3spk_2.wav|mic_fileid_67_doa77_3spk_3.wav|mic_fileid_67_doa77_3spk_4.wav,16.0,77,text_fileid_67_doa77_spk1.txt,0.24324324324324326,9,37,AND THE REST OF THE PARTY CROWDED UP AS CLOSE AS THEY COULD THEY ARE HER DAUGHTER'S WEDDING CLOTHES SAID MISSUS FISHER I DO BELIEVE FOR THE OLD WOMAN WAS WORKING FEARFULLY HARD TO MAKE THEM UNDERSTAND,"and the rest of the party crowded up as close as they could. There... Her eyes went closed, said Mrs Fisher. I do Believe that the old woman was working fearfully hard to make Thank you.","76,80,74,340",26.0
68,5,"1,2,3,4,5",mic_fileid_68_doa31_3spk_1.wav|mic_fileid_68_doa31_3spk_2.wav|mic_fileid_68_doa31_3spk_3.wav|mic_fileid_68_doa31_3spk_4.wav|mic_fileid_68_doa31_3spk_5.wav,20.0,357,text_fileid_68_doa357_spk1.txt,0.3902439024390244,16,41,AFTER CAREFULLY SCANNING THE JAGGED TOWERS AND BATTLEMENTS WITH WHICH IT IS ROUGHENED I DETERMINED TO MAKE IT MY WAY THOUGH IT PRESENTED BUT A FEEBLE ADVERTISEMENT OF ITS FLORAL WEALTH THIS APPARENT BARRENNESS HOWEVER MADE NO GREAT OBJECTION JUST THEN,"After carefully scanning the jacket towers and battles, which it is worth I determined to make it my way. No, it presented by the fee- advertisement of its floral wealth. Harron BarronSeller made no avail to match that just then.","0,3,357,1,89",21.0
69,4,"1,2,3,4",mic_fileid_69_doa229_3spk_1.wav|mic_fileid_69_doa229_3spk_2.wav|mic_fileid_69_doa229_3spk_3.wav|mic_fileid_69_doa229_3spk_4.wav,16.0,304,text_fileid_69_doa304_spk1.txt,1.1764705882352942,40,34,OF GOLD RINGS AND SILVER CROSSES GATHERED IN HARVEST TIME IN FURROWS SOWN WITH CORPSES DID NOT AMOUNT TO A LARGE TOTAL AND DID NOT CARRY THIS SUTLER TURNED EATING HOUSE KEEPER VERY FAR,"Oh, let's get your money in your pants. Okay? Here you go. Heckel's slope ran up from the beach to the entrance of the cave. Oh, there's my jacket. There's my... Don't you believe it? Don't you... We'll be right back.","335,230,342,335",43.5
