fileid,mic_file,predicted_doas,output_dir,output_prefix,command,returncode,elapsed_sec,stdout_log,stderr_log,separated_wav_count
20,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_20_doa68_3spk.wav,"150,186,249",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_20,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_20/hark_raw_fileid_20,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_20/runtime_fileid_20.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_20_doa68_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_20/hark_raw_fileid_20',0,4.3493620389999705,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_20.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_20.stderr.log,3
21,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_21_doa34_3spk.wav,"32,345",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_21,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_21/hark_raw_fileid_21,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_21/runtime_fileid_21.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_21_doa34_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_21/hark_raw_fileid_21',0,3.3096684109996204,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_21.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_21.stderr.log,2
22,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_22_doa22_3spk.wav,"22,124,328",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_22,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_22/hark_raw_fileid_22,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_22/runtime_fileid_22.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_22_doa22_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_22/hark_raw_fileid_22',0,4.433752712999194,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_22.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_22.stderr.log,3
23,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_23_doa6_3spk.wav,"15,94,187",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_23,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_23/hark_raw_fileid_23,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_23/runtime_fileid_23.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_23_doa6_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_23/hark_raw_fileid_23',0,4.259134205999544,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_23.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_23.stderr.log,3
24,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_24_doa57_3spk.wav,"55,111,289",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_24,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_24/hark_raw_fileid_24,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_24/runtime_fileid_24.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_24_doa57_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_24/hark_raw_fileid_24',0,4.330970582999726,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_24.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_24.stderr.log,3
25,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_25_doa112_3spk.wav,"114,155,196",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_25,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_25/hark_raw_fileid_25,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_25/runtime_fileid_25.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_25_doa112_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_25/hark_raw_fileid_25',0,4.022212618000594,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_25.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_25.stderr.log,3
26,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_26_doa34_3spk.wav,"34,80,338",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_26,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_26/hark_raw_fileid_26,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_26/runtime_fileid_26.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_26_doa34_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_26/hark_raw_fileid_26',0,4.020285945999603,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_26.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_26.stderr.log,3
27,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_27_doa31_3spk.wav,"33,79,161",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_27,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_27/hark_raw_fileid_27,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_27/runtime_fileid_27.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_27_doa31_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_27/hark_raw_fileid_27',0,4.516565353999795,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_27.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_27.stderr.log,3
28,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_28_doa124_3spk.wav,"129,216,315",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_28,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_28/hark_raw_fileid_28,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_28/runtime_fileid_28.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_28_doa124_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_28/hark_raw_fileid_28',0,4.449261251999815,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_28.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_28.stderr.log,3
29,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_29_doa111_3spk.wav,"111,150,303",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_29,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_29/hark_raw_fileid_29,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_29/runtime_fileid_29.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_29_doa111_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_29/hark_raw_fileid_29',0,4.249433449999742,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_29.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_29.stderr.log,3
30,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_30_doa12_3spk.wav,"13,54,279",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_30,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_30/hark_raw_fileid_30,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_30/runtime_fileid_30.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_30_doa12_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_30/hark_raw_fileid_30',0,4.498762598999747,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_30.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_30.stderr.log,3
31,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_31_doa53_3spk.wav,"51,159,222",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_31,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_31/hark_raw_fileid_31,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_31/runtime_fileid_31.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_31_doa53_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_31/hark_raw_fileid_31',0,4.740766235000592,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_31.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_31.stderr.log,3
32,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_32_doa102_3spk.wav,"123,228,285",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_32,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_32/hark_raw_fileid_32,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_32/runtime_fileid_32.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_32_doa102_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_32/hark_raw_fileid_32',0,4.3053062999997564,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_32.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_32.stderr.log,3
33,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_33_doa34_3spk.wav,"31,131,333",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_33,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_33/hark_raw_fileid_33,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_33/runtime_fileid_33.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_33_doa34_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_33/hark_raw_fileid_33',0,4.529737940999439,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_33.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_33.stderr.log,3
34,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_34_doa125_3spk.wav,"124,156,262",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_34,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_34/hark_raw_fileid_34,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_34/runtime_fileid_34.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_34_doa125_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_34/hark_raw_fileid_34',0,4.290513723999538,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_34.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_34.stderr.log,3
35,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_35_doa24_3spk.wav,"34,125,209",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_35,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_35/hark_raw_fileid_35,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_35/runtime_fileid_35.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_35_doa24_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_35/hark_raw_fileid_35',0,4.8664996229999815,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_35.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_35.stderr.log,3
36,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_36_doa24_3spk.wav,"24,204,290",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_36,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_36/hark_raw_fileid_36,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_36/runtime_fileid_36.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_36_doa24_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_36/hark_raw_fileid_36',0,4.596791826999834,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_36.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_36.stderr.log,3
37,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_37_doa51_3spk.wav,"51,75,104",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_37,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_37/hark_raw_fileid_37,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_37/runtime_fileid_37.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_37_doa51_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_37/hark_raw_fileid_37',0,3.781503781000538,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_37.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_37.stderr.log,3
38,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_38_doa1_3spk.wav,"3,57,80",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_38,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_38/hark_raw_fileid_38,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_38/runtime_fileid_38.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_38_doa1_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_38/hark_raw_fileid_38',0,4.734956958000112,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_38.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_38.stderr.log,3
39,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_39_doa156_3spk.wav,"152,249,302",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_39,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_39/hark_raw_fileid_39,batchflow '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_39/runtime_fileid_39.n' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_39_doa156_3spk.wav' '/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_outputs/fileid_39/hark_raw_fileid_39',0,4.370450766999966,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_39.stdout.log,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep+pf_IPD/official_hark_logs/hark_fileid_39.stderr.log,3
